Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EI","Intensités des émissions","100","Inde","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.4987","Fc","Donnée calculée"
"EI","Intensités des émissions","100","Inde","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","2417.5697","Fc","Donnée calculée"
"EI","Intensités des émissions","100","Inde","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","4847500","*","Chiffre non officiel"
"EI","Intensités des émissions","100","Inde","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","4.9718","Fc","Donnée calculée"
"EI","Intensités des émissions","100","Inde","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","1518.7083","Fc","Donnée calculée"
"EI","Intensités des émissions","100","Inde","5510","Production","1035","Viande, suidés","2017","2017","tonnes","305467","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.1509","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","4216.9873","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","27952000","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.075","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","87488.337","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","27","Riz, paddy","2017","2017","tonnes","81382000","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","46.2497","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","24593.5908","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","867","Viande, bovine","2017","2017","tonnes","531757","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","1.4677","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","1350.3845","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","920093","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","34.2823","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","2400.5826","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1017","Viande, caprin","2017","2017","tonnes","70024","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","4.3154","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","1561.2644","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","361793","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","947","Viande, buffle","2017","2017","kg CO2eq/kg product","68.8961","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","947","Viande, buffle","2017","2017","gigagrammes","2222.5882","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","947","Viande, buffle","2017","2017","tonnes","32260","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","951","Lait, entier frais de bufflesse","2017","2017","kg CO2eq/kg product","2.4269","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","951","Lait, entier frais de bufflesse","2017","2017","gigagrammes","238.9109","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","951","Lait, entier frais de bufflesse","2017","2017","tonnes","98442","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","37.69","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","2066.0914","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","977","Viande, ovin","2017","2017","tonnes","54818","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","7.3382","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","1173.1762","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","982","Lait, entier frais de brebis","2017","2017","tonnes","159871","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","3.7026","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","8361.4107","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","2258239","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.655","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","1000.2196","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","1527135","","Donnée officielle"
"EI","Intensités des émissions","101","Indonésie","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","4.7108","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","1621.6913","Fc","Donnée calculée"
"EI","Intensités des émissions","101","Indonésie","5510","Production","1035","Viande, suidés","2017","2017","tonnes","344247","","Donnée officielle"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.1431","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","2625.2565","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","18341840.7131","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.1726","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","3094.4782","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","27","Riz, paddy","2017","2017","tonnes","2639101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","4.6779","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","2235.4908","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","867","Viande, bovine","2017","2017","tonnes","477887","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.4328","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","2948.0721","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","6811482","","Donnée officielle"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","31.285","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","2164.8626","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","1017","Viande, caprin","2017","2017","tonnes","69198","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","3.8691","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","1205.7018","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","311625","","Donnée officielle"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","947","Viande, buffle","2017","2017","kg CO2eq/kg product","16.6089","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","947","Viande, buffle","2017","2017","gigagrammes","112.9406","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","947","Viande, buffle","2017","2017","tonnes","6800","F","Estimation FAO"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","951","Lait, entier frais de bufflesse","2017","2017","kg CO2eq/kg product","1.1191","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","951","Lait, entier frais de bufflesse","2017","2017","gigagrammes","80.132","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","951","Lait, entier frais de bufflesse","2017","2017","tonnes","71606","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","18.0344","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","5251.6284","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","977","Viande, ovin","2017","2017","tonnes","291200","F","Estimation FAO"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","5.778","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","2598.4705","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","982","Lait, entier frais de brebis","2017","2017","tonnes","449718","","Donnée officielle"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","1.8903","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","4086.323","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","1058","Viande, volaille","2017","2017","tonnes","2161678","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","102","Iran (République islamique d')","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.3705","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","289.7657","Fc","Donnée calculée"
"EI","Intensités des émissions","102","Iran (République islamique d')","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","782000","F","Estimation FAO"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.2812","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","975.3421","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","3468914.8813","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.2789","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","339.9983","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","27","Riz, paddy","2017","2017","tonnes","265852","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","88.3835","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","1823.1857","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","867","Viande, bovine","2017","2017","tonnes","20628","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","2.5584","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","697.9893","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","272822","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","12.8149","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","128.3618","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1017","Viande, caprin","2017","2017","tonnes","10017","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","9.0682","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","144.5109","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","15936","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","947","Viande, buffle","2017","2017","kg CO2eq/kg product","66.8252","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","947","Viande, buffle","2017","2017","gigagrammes","241.9756","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","947","Viande, buffle","2017","2017","tonnes","3621","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","951","Lait, entier frais de bufflesse","2017","2017","kg CO2eq/kg product","2.8583","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","951","Lait, entier frais de bufflesse","2017","2017","gigagrammes","95.3186","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","951","Lait, entier frais de bufflesse","2017","2017","tonnes","33348","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","14.3052","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","658.8721","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","977","Viande, ovin","2017","2017","tonnes","46058","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","10.6329","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","609.2366","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","982","Lait, entier frais de brebis","2017","2017","tonnes","57297","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1130","Lait, entier frais de chamelle","2017","2017","kg CO2eq/kg product","25.1848","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1130","Lait, entier frais de chamelle","2017","2017","gigagrammes","6.9006","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1130","Lait, entier frais de chamelle","2017","2017","tonnes","274","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","2.1462","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","206.0363","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1058","Viande, volaille","2017","2017","tonnes","96000","","Donnée officielle"
"EI","Intensités des émissions","103","Iraq","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.6316","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","23.0533","Fc","Donnée calculée"
"EI","Intensités des émissions","103","Iraq","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","36500","F","Estimation FAO"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.1457","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","348.6245","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","2393107.4744","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","17.4964","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","10795.3057","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","867","Viande, bovine","2017","2017","tonnes","617000","","Donnée officielle"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.7365","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","5507.6465","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","7478160","","Donnée officielle"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","21.8603","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","1466.8257","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","977","Viande, ovin","2017","2017","tonnes","67100","","Donnée officielle"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","0.5082","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","40.9711","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","1058","Viande, volaille","2017","2017","tonnes","80628","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.8511","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","46.0019","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","54050","F","Estimation FAO"
"EI","Intensités des émissions","104","Irlande","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","1.3082","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","384.8866","Fc","Donnée calculée"
"EI","Intensités des émissions","104","Irlande","5510","Production","1035","Viande, suidés","2017","2017","tonnes","294200","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","21.3632","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","98.5699","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","867","Viande, bovine","2017","2017","tonnes","4614","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.6605","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","102.8027","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","155649","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","12.1899","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","129.4445","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","977","Viande, ovin","2017","2017","tonnes","10619","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","0","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","0","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","1058","Viande, volaille","2017","2017","tonnes","9697","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.536","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","2.2512","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","4200","","Donnée officielle"
"EI","Intensités des émissions","99","Islande","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","1.1325","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","7.095","Fc","Donnée calculée"
"EI","Intensités des émissions","99","Islande","5510","Production","1035","Viande, suidés","2017","2017","tonnes","6265","","Donnée officielle"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.4212","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","92.9102","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","220572.3376","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","3.691","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","519.1574","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","867","Viande, bovine","2017","2017","tonnes","140655","","Donnée officielle"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.1342","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","203.106","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","1513467","","Donnée officielle"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","0.9709","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","3.9983","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","1017","Viande, caprin","2017","2017","tonnes","4118","","Donnée officielle"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","0.6508","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","15.0858","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","23179","","Donnée officielle"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","6.2939","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","54.073","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","5510","Production","977","Viande, ovin","2017","2017","tonnes","8591","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","105","Israël","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","2.2922","Fc","Donnée calculée"
"EI","Intensités des émissions","105","Israël","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","45.2592","Fc","Donnée calculée"
