Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","2.9762","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","13.9092","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","4673","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","11.3905","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","10.7526","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","1017","Viande, caprin","2017","2017","tonnes","944","","Donnée officielle"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","2.2674","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","12.2925","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","5421","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","55.01","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","2.4363","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","977","Viande, ovin","2017","2017","tonnes","44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","3.4615","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","3.42","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","1058","Viande, volaille","2017","2017","tonnes","988","","Donnée officielle"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.7774","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","2.0912","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","2690","F","Estimation FAO"
"EI","Intensités des émissions","35","Cabo Verde","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","7.9262","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","18.483","Fc","Donnée calculée"
"EI","Intensités des émissions","35","Cabo Verde","5510","Production","1035","Viande, suidés","2017","2017","tonnes","2332","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.0874","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","65.5324","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","750000","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.0544","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","10913.344","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","27","Riz, paddy","2017","2017","tonnes","10350000","*","Chiffre non officiel"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","74.1381","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","4346.4835","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","867","Viande, bovine","2017","2017","tonnes","58627","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","12.8094","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","318.3475","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","24853","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","947","Viande, buffle","2017","2017","kg CO2eq/kg product","152.4077","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","947","Viande, buffle","2017","2017","gigagrammes","1156.478","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","947","Viande, buffle","2017","2017","tonnes","7588","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","1.9627","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","35.908","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","1058","Viande, volaille","2017","2017","tonnes","18295","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","1.5998","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","31.1963","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","19500","F","Estimation FAO"
"EI","Intensités des émissions","115","Cambodge","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","4.2626","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","419.2699","Fc","Donnée calculée"
"EI","Intensités des émissions","115","Cambodge","5510","Production","1035","Viande, suidés","2017","2017","tonnes","98359","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.1395","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","516.1901","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","3701555.7036","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.3199","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","475.1513","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","27","Riz, paddy","2017","2017","tonnes","360000","F","Estimation FAO"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","74.7938","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","6246.8037","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","867","Viande, bovine","2017","2017","tonnes","83520","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","2.7587","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","479.6069","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","173855","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","51.3615","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","941.9888","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1017","Viande, caprin","2017","2017","tonnes","18340","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","4.1045","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","222.5961","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","54232","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","34.145","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","497.283","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","977","Viande, ovin","2017","2017","tonnes","14564","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","9.3397","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","172.1214","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","982","Lait, entier frais de brebis","2017","2017","tonnes","18429","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","2.5891","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","210.4748","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1058","Viande, volaille","2017","2017","tonnes","81293","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","1.8999","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","29.7339","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","15650","F","Estimation FAO"
"EI","Intensités des émissions","32","Cameroun","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","17.2189","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","534.0849","Fc","Donnée calculée"
"EI","Intensités des émissions","32","Cameroun","5510","Production","1035","Viande, suidés","2017","2017","tonnes","31017","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.2562","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","14347.8082","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","56004086.7862","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","20.2916","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","17857.3608","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","867","Viande, bovine","2017","2017","tonnes","880039","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.5066","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","4103.8089","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","8100000","F","Estimation FAO"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","11.4189","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","184.1734","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","977","Viande, ovin","2017","2017","tonnes","16129","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","0.4168","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","515.1177","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1235834","","Donnée officielle"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.4497","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","247.3254","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","550000","F","Estimation FAO"
"EI","Intensités des émissions","33","Canada","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","2.095","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","4487.0146","Fc","Donnée calculée"
"EI","Intensités des émissions","33","Canada","5510","Production","1035","Viande, suidés","2017","2017","tonnes","2141807","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.3158","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","1018.2722","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","3224440.0057","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","1.043","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","133.3636","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","27","Riz, paddy","2017","2017","tonnes","127866","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","16.1394","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","3227.2037","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","867","Viande, bovine","2017","2017","tonnes","199958","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","1.0072","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","2004.8203","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","1990519","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","7.5382","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","43.0416","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1017","Viande, caprin","2017","2017","tonnes","5710","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","6.3849","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","51.6685","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","8092","Im","Données de la FAO basées sur une méthodologie d'imputation"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","45.7573","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","387.3434","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","977","Viande, ovin","2017","2017","tonnes","8465","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","0.5967","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","380.5444","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1058","Viande, volaille","2017","2017","tonnes","637697","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.3155","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","72.6646","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","230306","","Donnée officielle"
"EI","Intensités des émissions","40","Chili","71761","Intensité des émissions","1035","Viande, suidés","2017","2017","kg CO2eq/kg product","1.1491","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","7231","Émissions (CO2eq)","1035","Viande, suidés","2017","2017","gigagrammes","561.8887","Fc","Donnée calculée"
"EI","Intensités des émissions","40","Chili","5510","Production","1035","Viande, suidés","2017","2017","tonnes","489003","","Donnée officielle"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1718","Céréales sans riz","2017","2017","kg CO2eq/kg product","0.2352","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1718","Céréales sans riz","2017","2017","gigagrammes","94759.8275","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1718","Céréales sans riz","2017","2017","tonnes","402879727.7741","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","27","Riz, paddy","2017","2017","kg CO2eq/kg product","0.8127","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","27","Riz, paddy","2017","2017","gigagrammes","174267.7297","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","27","Riz, paddy","2017","2017","tonnes","214430049","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","867","Viande, bovine","2017","2017","kg CO2eq/kg product","15.8116","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","867","Viande, bovine","2017","2017","gigagrammes","109285.5743","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","867","Viande, bovine","2017","2017","tonnes","6911741","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","882","Lait, entier frais de vache","2017","2017","kg CO2eq/kg product","0.8185","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","882","Lait, entier frais de vache","2017","2017","gigagrammes","25188.4377","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","882","Lait, entier frais de vache","2017","2017","tonnes","30772422","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1017","Viande, caprin","2017","2017","kg CO2eq/kg product","12.8945","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1017","Viande, caprin","2017","2017","gigagrammes","29564.1469","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1017","Viande, caprin","2017","2017","tonnes","2292778","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1020","Lait, entier frais de chèvre","2017","2017","kg CO2eq/kg product","1.1618","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1020","Lait, entier frais de chèvre","2017","2017","gigagrammes","276.5268","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1020","Lait, entier frais de chèvre","2017","2017","tonnes","238006","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","947","Viande, buffle","2017","2017","kg CO2eq/kg product","87.2854","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","947","Viande, buffle","2017","2017","gigagrammes","31696.3081","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","947","Viande, buffle","2017","2017","tonnes","363134","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","951","Lait, entier frais de bufflesse","2017","2017","kg CO2eq/kg product","3.4439","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","951","Lait, entier frais de bufflesse","2017","2017","gigagrammes","9221.4379","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","951","Lait, entier frais de bufflesse","2017","2017","tonnes","2677636","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","977","Viande, ovin","2017","2017","kg CO2eq/kg product","9.7763","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","977","Viande, ovin","2017","2017","gigagrammes","23308.662","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","977","Viande, ovin","2017","2017","tonnes","2384200","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","982","Lait, entier frais de brebis","2017","2017","kg CO2eq/kg product","6.9969","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","982","Lait, entier frais de brebis","2017","2017","gigagrammes","8163.9715","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","982","Lait, entier frais de brebis","2017","2017","tonnes","1166803","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1130","Lait, entier frais de chamelle","2017","2017","kg CO2eq/kg product","6.0693","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1130","Lait, entier frais de chamelle","2017","2017","gigagrammes","88.3642","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1130","Lait, entier frais de chamelle","2017","2017","tonnes","14559","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1058","Viande, volaille","2017","2017","kg CO2eq/kg product","0.5361","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1058","Viande, volaille","2017","2017","gigagrammes","7205.3307","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1058","Viande, volaille","2017","2017","tonnes","13440444","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","71761","Intensité des émissions","1062","Œufs de poule en coquille","2017","2017","kg CO2eq/kg product","0.5829","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","7231","Émissions (CO2eq)","1062","Œufs de poule en coquille","2017","2017","gigagrammes","18266.7335","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EI","Intensités des émissions","351","Chine","5510","Production","1062","Œufs de poule en coquille","2017","2017","tonnes","31338856","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
