Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
Europe centrale et les pays baltes;CEB;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;13665;12648;13178;14420;15248;12231;12728;13735;15163;13882;9533;8086;7048;8147;7664;7676;7025;6882;6411;5863;6060;6212;6589;5888;6099;5561;5585;5994;6280;6947;7648;8262;7943;7919;7218;8044;7518;7053;7356;6750;;
Europe centrale et les pays baltes;CEB;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;4745;4268;3904;3528;3599;2928;2755;3001;2826;2967;3926;3573;5364;8566;8606;8766;9041;12491;12916;16331;17805;17322;18698;14807;9533;6308;1467;1003;768;606;547;542;631;499;495;434;405;413;376;331;;
Europe centrale et les pays baltes;CEB;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33671.28;35627.82;38268.14;40431.62;44156.98;49673.44;52655.71;57792.2;64663.77;67067.45;71404.58;75155.85;78287.13;80313.08;84561.24;88013.6;89054.26;90981.03;89500.84;;;
Europe centrale et les pays baltes;CEB;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.725287382640524;0.751150318803985;0.733604524678403;0.73846288795975;0.746507719211609;0.751125807105296;0.740340980748381;0.732243592581265;0.735867081299254;0.73709963519057;0.753134350547995;0.757160184250632;0.782687139642613;0.827084954364695;0.875509329109264;0.959408212675507;1.05821568178236;1.06282264504361;1.08942711569702;1.14396205877357;1.02549161671199;1.08840011239621;1.20238337556565;;;
Europe centrale et les pays baltes;CEB;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48527928.9659245;18057553.6538157;42308361.487903;40065031.4464305;51801878.2228019;69880163.6538146;241113331.497026;204280301.918548;195815907.106213;250588751.279083;292250161.146669;341881508.253121;571896024.771104;494910786.03835;676180804.597631;1083194644.38144;731834242.849773;1169508917.21668;2699604351.06409;2377997343.7967;3164829290.49411;3116009043.5859;3094374576.63193;3084692506.47224;3264393212.07214;2758269381.91026;3011995671.33937;3014451772.9145;3416373718.09217;3244108566.20236;3564434722.38668;
Europe centrale et les pays baltes;CEB;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35895240.6887027;39068374.0344134;34526738.1388304;84146420.6270883;230704620.474172;325634242.520398;536658461.614686;634021640.920661;703396728.020156;1154375492.43885;1138654453.26103;1144399890.82898;1445486399.91742;1818800409.38903;2535727893.52344;3227397143.7414;3691050153.49031;4750516841.49119;6522444804.20047;5642098501.17543;6416884309.21144;7225401423.94448;6701606754.96343;8151765738.96665;8465742261.35204;7822826433.69635;7682191154.14009;8536839846.38741;9459612919.43893;9674829950.52477;8712032008.58766;
Suisse;CHE;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.845626344285;24.8709395713749;26.6549092366629;25.8077940068679;25.27260673143;26.0575843789966;26.7499614034624;26.6576146931334;27.0506500203017;27.3348968551319;14.0234295635725;13.3174670161836;12.908544247097;12.8440548176015;
Suisse;CHE;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36269172451;43518277631;40497958589;43607937733;51148249707;51279423381;54346224274;57101558039;53795508115;55536701007;29833875320;30114429672;29872167052;29244241826;
Suisse;CHE;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2761.42496;;;;2320.90631;;;;2338.96985;;;;2854.92025;;;;2682.81316;;;2935.19578;;2619.74154;;;;
Suisse;CHE;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3140.79232;;;;3654.23759;;;;3468.17479;;;;3298.21466;;;;4468.64965;;;5271.86792;;5450.4318;;;;
Suisse;CHE;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;4619;4771;4945;5328;5365;11539;12186;13525;15931;17108;17225;15892;16130;20504;19820;24767;20391;21135;21738;22882;28654;24217;21680;22175;25260;26210;27365;30550;30769;27952;27853;28283;28507;28869;29029;29987;30405;31287;31999;32541;;
Suisse;CHE;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;2757;2809;2952;3161;3109;3204;3360;3645;3867;3998;3596;3311;3707;6845;5963;9879;6386;6515;6812;7327;9043;7684;;;9307;9432;9758;11818;11938;11935;11176;10920;11441;11433;11683;12386;11747;12715;12774;12644;;
Suisse;CHE;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;1862;1962;1993;2167;2256;8335;8826;9880;12064;13110;13629;12581;12423;13659;13857;14888;14005;14620;14926;15555;19611;16533;;;15953;16778;17607;18732;18831;16017;16677;17363;17066;17436;17346;17601;18658;18572;19225;19897;;
Suisse;CHE;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;4049;3712;3845;3817;3393;3191;3199;3298;3236;3247;2987;2949;3068;2999;3033;2890;2504;2408;2025;1916;2083;1859;1827;1831;1742;1643;1740;1692;1594;1684;1622;1597;1480;1525;1480;1477;1462;1337;1283;1369;;
Suisse;CHE;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;5613;4430;3637;3038;2714;2281;1954;1764;1556;1371;1081;893;903;874;892;830;718;620;564;535;468;594;466;396;434;455;362;342;439;394;533;446;1508;631;568;446;309;291;332;348;;
Suisse;CHE;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12581.18;12241.1;12412.04;13077.35;14116.55;15424.76;16402.79;16914.5;17372.8;17985.74;18749.79;19841.32;21002.95;21596.49;22142.67;21866.6;21952.33;22420.65;21378.56;;;
Suisse;CHE;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.44857;;;;2.32344;;;;2.67269;;;;2.71472;;;;3.18623;;;3.3716;;3.36798;;;;
Suisse;CHE;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;2675501988.82611;3061330527.17441;4120933311.70731;4286899488.05947;6372308527.98531;8399992684.57717;7799458362.61637;9113102904.13423;11051653055.0441;14668893549.7678;16216027374.6646;19136010441.8586;22738145969.2917;21225248846.7628;23208856628.7775;22659063411.2018;25859785980.882;25310976484.8547;31080138140.0952;29871752027.7839;23244643132.023;
Suisse;CHE;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;1674648248.33175;1786884292.73074;2601504511.03843;2884515207.42887;5014280399.96922;7169200454.83336;6759520855.00965;8907835732.96482;9470330931.60964;13308983508.3838;15266222582.026;20260564640.9587;20218499611.456;20977061262.5658;23875645259.7331;22508755667.0829;20658120942.187;21565454549.1801;24056104319.8662;22630052666.0471;26421542300.8627;
Îles Anglo-Normandes;CHI;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Anglo-Normandes;CHI;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;CHL;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.00783033469189;7.06760170048421;6.56071058406713;6.34272115600223;5.25342329459398;5.38794646041595;6.96136636822796;7.29993525264498;6.97649781982767;8.53694404707097;6.97211804704253;6.88038579029723;7.5095621786793;15.8018071913097;
Chili;CHL;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;653061723;693423659;461286300;538384073;554636419;573574728;728773021;759305118;605335923;733408028;623449353;679146612;674588733;1363952365;
Chili;CHL;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;244.94853;294.72043;213.66577;229.09842;268.65115;308.30247;272.4879;313.67807;284.7413;296.68053;303.46696;;;;
Chili;CHL;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335.80614;356.65448;287.75;318.82717;352.70683;390.68244;335.36674;427.12188;454.95945;493.45864;493.29542;;;;
Chili;CHL;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;21509;;;12314;11826;;23705;;;16861;16804;19964;23883;27110;25864;27231;27977;30614;27825;27893;34388;30381;29122;29034;29744;33757;31577;32081;33026;39935;45104;35733;33831;33564;31869;31857;33642;39987;34527;34583;;
Chili;CHL;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;14900;;;6279;6915;;10630;;;9033;13604;16326;18745;21104;19344;19790;19613;21566;18676;19028;23657;21887;22392;22318;23168;26383;23400;23454;23507;27279;30133;25254;23577;23876;22906;22995;24944;28403;25850;25898;;
Chili;CHL;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;6609;;;6035;4911;;13075;;;7828;3200;3638;5138;6006;6520;7441;8364;9048;9149;8865;10731;8494;6730;6716;6576;7374;8177;8627;9519;12656;14971;10479;10254;9688;8963;8862;8698;11584;8677;8685;;
Chili;CHL;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;140;92;96;96;105;122;96;108;111;135;169;151;178;155;219;171;176;161;207;204;241;246;391;329;382;361;291;403;531;343;328;339;336;340;452;443;386;425;406;438;;
Chili;CHL;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;685;744;665;647;602;550;592;621;622;682;642;838;949;1179;1418;1535;1771;2411;2568;2608;2879;2504;2147;2076;2485;2646;2924;3403;3421;1374;748;2453;2683;2732;2653;2831;2521;2469;2694;2799;;
Chili;CHL;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1557.36;1633.56;2069.52;2090.21;2239.69;2512.22;3112.32;3265.02;3734.74;3979.09;4111.13;4475.84;4967.15;5038.61;5806.96;6037.51;6639.23;6791.32;7121.74;;;
Chili;CHL;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.30957;0.37497;0.35202;0.32947;0.35144;0.3622;0.3887;0.37503;0.38073;0.36934;0.35608;;;;
Chili;CHL;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;500000;500000;1700000;6000000;1900000;10100000;10000000;5100000;6000000;9999999.99999999;24902786.8449786;41100000;34916846;31087556.57;32233982.59;33282776.11;30838614.89;41572549.83;25423242.8;36137062.39;55297350.49;36188831.95;38257351.95;40769468.9;41950301.36;38437446.35;50489332.23;46185212.23;45131485.05;39645101.86;
Chili;CHL;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;6000000;8000000;14000000;16000000;21000000;29000000;39000000;33000000;32000000;26000000;23000000;25800000;29700000;36200000;39900000;37100000;33900000;39200000;43600000;46800000;50000000;116800000;140000000;222800000;324200000;297470000;268598923.97862;250600000;257124131.150784;307300000;347500000;383708785.134996;447500000;538619514.456729;596536869.459658;726289314.412919;773559649.575888;1002083262.14173;1355531918.3821;1548577802.4741;1557776178.92262;1613695025.98146;1669939576.99982;1798469943.86926;1722653634.83488;1492195473.25472;
Chine;CHN;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.1508030213087;29.3636570035028;31.9377898028598;32.1236548502287;30.4839311029123;30.848683299994;31.5743632395886;29.6954146727128;30.4219448610082;30.2426429049046;30.9072391001393;31.467496755044;30.7833679029205;31.2739071459962;
Chine;CHN;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,42574E+11;3,90967E+11;3,59238E+11;4,74347E+11;5,40168E+11;5,93858E+11;6,55897E+11;6,53848E+11;6,52212E+11;5,94521E+11;6,54157E+11;7,31842E+11;7,15805E+11;7,57683E+11;
Chine;CHN;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chine;CHN;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437.82691;466.48325;381.68769;414.43141;538.57781;571.71041;619.97445;655.44415;700.0701;840.6356;914.33689;1057.4944;1176.45974;846.55957;884.59337;957.56503;1014.31188;1066.20984;1089.19646;1150.81931;1196.68794;1224.7822;1307.12128;;;
Chine;CHN;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;26177;23004;18565;20807;29564;49243;50970;44069;47549;48737;57464;67606;90818;132222;141688;171030;149410;145478;153250;164697;212771;259417;364336;446641;582748;657603;739340;679935;667025;806906;1056563;1386776;1618432;1847938;2104414;;;;;;;
Chine;CHN;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;17000;19120;26487;43445;45031;40014;41683;43202;50853;59124;79837;107758;117186;144610;122057;118578;129395;140621;181717;229784;321041;405627;527606;593388;669279;604978;590545;741785;973514;1273859;1502582;1733387;1997058;;;;;;;
Chine;CHN;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;1565;1687;3077;5798;5939;4055;5866;5535;6611;8482;10981;24464;24502;26420;27353;26900;23855;24076;31054;29633;43295;41014;55142;64215;70061;74957;76480;65121;83049;112917;115850;114551;107356;;;;;;;
Chine;CHN;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;4065;3494;3975;4780;4749;5832;7372;10022;12084;11191;10011;11628;12672;13751;15626;25346;30038;39806;56769;65786;93485;122318;153060;194579;229096;293066;415829;535313;704936;801135;968252;1204981;1245709;1393815;1243568;;
Chine;CHN;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;4493;4515;4084;4872;4910;4305;4051;4387;7534;7876;8688;11114;12102;33645;34418;26560;33412;40426;48548;64598;79842;88183;92101;95259;85508;98111;110583;117464;120200;127042;133612;133522;135885;148187;157093;;
Chine;CHN;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53064.35;70439.37;74015.97;86912;120362.55;165335.65;189949.47;215206.94;249048.56;286371.91;312516.81;326770.84;329015.38;359274.07;390396.24;407974.61;438348.74;473438.51;528263.25;;;
Chine;CHN;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56324;0.63873;0.64689;0.74963;0.89316;0.94033;1.05786;1.12037;1.21498;1.30792;1.36854;1.37369;1.44592;1.6648;1.71372;1.78034;1.91214;1.99786;2.02243;2.05701;2.10033;2.11603;2.14058;;;
Chine;CHN;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;55000000;63000000;75000000;80348000;110000000;132822320.4866;106978898.2646;236359258.2114;157401785.777;204503785.234955;342634074.968637;570536223.222954;429452520;830483814;743301698;1044102041;886670295;676381923.65;1084600061.07;1161195654.71;4803034260.13;5561288668.09;6604705952.4;8554460469.53;
Chine;CHN;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;543000000;420000000;792000000;1280970000;1938000000;3114004040.6535;3548126751.5953;4496604795.5981;5321253863.3468;6634081020.03558;8192067402.3259;10319466356.1387;11065271082;13039546459;14706108691;17748983437;21033078371;22613800781.52;22022366054.63;23979580207.69;28746479819.35;35782953953.25;34370466477.86;37781733949.96;
Côte d'Ivoire;CIV;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3776973898145;12.4740669130478;4.24780374798608;16.6930091677644;8.97049960122435;4.35924205483623;11.3886790259645;7.20971345105057;8.59060423398261;7.01551171955249;6.55993200094887;11.2315192396055;;
Côte d'Ivoire;CIV;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186083376;197108464;70491477;176346418;96850645;165473504;241143811;187851822;126534585;137431113;78785574;141805003;;
Côte d'Ivoire;CIV;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.13831;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;
Côte d'Ivoire;CIV;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
Côte d'Ivoire;CIV;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.76;80.14;78.97;97.54;106.3;100.74;98.53;120.02;165.07;154.33;156.65;182.65;187.37;164.72;180.4;191.85;170.87;197.66;248.14;;;
Côte d'Ivoire;CIV;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0704;;;;;
Côte d'Ivoire;CIV;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;22969.7768029809;0;298206.250323954;136085.25406391;0;;33747.499937353;720895.467024129;973636.178973586;67657.6599152079;1553950.85127917;0;1878578.90571318;1449059.63687464;;
Côte d'Ivoire;CIV;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10319419.0655553;9564997.89037462;21998032.3022728;21246859.012743;20431903.4664347;17445634.8002486;18450982.1895712;17200746.2028344;3891114.52446654;2894134.25084923;2564225.31078638;2713440.37101132;3091086.08704534;10023144.2937899;10699559.931416;;
Cameroun;CMR;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.20273639740149;6.84062106151953;4.85691631615707;5.61841773540935;6.01740449930154;7.02526312111395;;;
Cameroun;CMR;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13489549;27496793;14036843;11759707;30197985;16426309;;;
Cameroun;CMR;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120.57;151.21;190.66;207.96;213.07;280.31;318.16;337.68;329.97;359.38;374.53;428.84;438.28;523.78;604.56;638.47;699.72;800.58;875.62;;;
Cameroun;CMR;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameroun;CMR;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;750781.31019816;0;201444.884370403;720984.376799017;550934.261925661;35447.5544119937;13109586.2817066;176577.004236525;432273.001071361;180307.089694789;273676.737153646;171329.873960652;1017.03228274894;1733137.59430848;2459983.63367135;56117.0527682107;44831.2051898906;161752.744134621;121364.278851431;347078.421061682;229697.768029809;250713.636268662;412556.015485771;223264.869948602;317303.598660686;405306.221760563;191947.474977399;204494.992752246;206579.211747111;592004.524258069;612329.967228466;607680.104388957;8534513.10051088;2408284.15421466;2406487.6462271;
