Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
Sri Lanka;LKA;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;670;655;640;598;572;766;753;707;750;708;994;1153;1297;1671;2028;1967;2066;2035;1397;1906;2321;1705;1613;1773;3600;1900;2392;2835;3012;1915;2302;2925;3178;3344;;3432;3935;;4127;3709;;
Sri Lanka;LKA;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;11;6;12;16;16;28;26;41;26;28;23;33;36;49;36;76;50;81;54;119;71;120;123;95;120;149;153;151;201;202;225;194;;328;;218;280;277;343;356;;
Sri Lanka;LKA;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;67;102;76;85;78;80;103;90;92;94;83;92;91;77;57;113;114;193;158;248;250;236;202;189;195;211;270;279;264;200;235;235;;188;;263;293;266;260;255;;
Sri Lanka;LKA;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204.59;214.9;245.67;264.46;263.94;333.58;382.77;438.99;512.86;487.93;502.34;575.19;610.59;731.61;707.91;746.51;1082.79;1181.27;1347.54;;;
Sri Lanka;LKA;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18356;;;;0.14392;;;;0.1821;;0.1742;;0.11444;;0.13687;;;0.10081;0.09989;0.10871;0.12854;0.12758;;;;
Sri Lanka;LKA;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;
Sri Lanka;LKA;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;
Revenu intermédiaire; tranche inférieure;LMC;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.09817508078562;4.69376953635194;8.0828624669083;8.70865037326863;9.27750303963739;10.3197464187728;10.8053421591242;14.1624557445527;14.8249270234541;16.924742808485;18.5991922446495
Revenu intermédiaire; tranche inférieure;LMC;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66152754046;73538733680;80116270757;1,34141E+11;1,48525E+11;1,61329E+11;
Revenu intermédiaire; tranche inférieure;LMC;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Revenu intermédiaire; tranche inférieure;LMC;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Revenu intermédiaire; tranche inférieure;LMC;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;38822;51011;51902;56998;58504;65470;66862;70975;73963;80851;85846;108751;102010;146286;137198;169034;142112;149508;160050;204310;243719;246083;253950;289519;306512;359574;387538;395685;378068;440519;514710;537671;567760;559074;639634;743755;763829;830672;875651;
Revenu intermédiaire; tranche inférieure;LMC;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;24524;33523;35005;36877;33636;38814;42614;42687;46119;52256;53794;65255;52139;81364;70838;;;;99744;117691;156719;170909;169101;179423;199276;236557;271880;274367;287973;334710;388576;339925;399762;357675;436265;532929;587130;647797;698885;
Revenu intermédiaire; tranche inférieure;LMC;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;13554;17488;16897;20121;23237;26656;24248;28288;27746;28595;32052;43496;49871;64922;66360;;;;60306;86619;87000;75174;84849;110096;107236;123017;115658;109647;79529;105809;124025;121857;154599;133553;139238;177003;174329;177165;174585;
Revenu intermédiaire; tranche inférieure;LMC;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;1792;;1793;;1730;1679;1410;1727;1720;1816;2063;2343;2568;13248;9415;9023;7849;8562;10053;10068;10383;12540;7623;8867;12329;14396;16919;22768;27112;24240;25555;26004;25111;28650;32024;19256;35270;38741;36107;40362;
Revenu intermédiaire; tranche inférieure;LMC;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;7232;;6673;;6730;7297;6264;6461;5926;6738;7046;7538;10011;11138;10902;14729;18887;20783;18321;15370;20115;21073;18839;19795;26006;35071;39872;48845;49996;43143;51570;55096;50178;55493;53488;56849;56757;56349;61249;61741;
Revenu intermédiaire; tranche inférieure;LMC;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39169.8545620909;42785.2383544536;45694.5535968445;50097.6942235848;54860.7953719912;63085.034553665;72925.2681909949;84384.1786459872;96523.3405888933;110267.306008704;126088.526128913;148144.047106092;158900.56;170344.28;187360.11;197919.5;224428.7;252007.18;288507.16;;
Revenu intermédiaire; tranche inférieure;LMC;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.377503743398765;0.378967921717642;0.395990871233922;;;;;;;;;;;0.444375046691867;;;;0.532782748128605;;;
Revenu intermédiaire; tranche inférieure;LMC;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;0;0;0;41544.686682381;1280470.84532215;4194005.5812106;2898870.83153147;2302556.17151581;2424828.78290676;4812047.26431481;28054293.4998278;14006070.5638982;13378397.6058372;11408517.485945;12182090.377487;8226426.53519345;16042840.8318412;9149166.02419368;50194325.2045298;26779822.7492761;28955088.0927352;34333542.6231339;43319647.356201;87306787.3412389;84580150.0404187;124125146.385482;123543901.299841;128712693.934517;121992763.07898;221731186.100745;136791780.205083;119335946.308928;238341569.422825;717165819.780124;765903794.718199;1694539244.81053;491755689.046431;424169638.05755;409590054.615609;442442985.951762;623690871.762758;669103442.268559;859039013.971297;1079935324.34468;884826836.112257;911039732.529649;1017482754.58709;1241521991.40988;1268934128.2205;1539874295.58564
Revenu intermédiaire; tranche inférieure;LMC;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;0;0;0;574634.059953886;23392088.0516838;49102889.2966341;89295733.7538206;74730449.3918182;81452985.8164878;146007933.127622;172718994.70291;135203000.653135;101586002.106956;81238055.1981662;69983232.9609797;78960768.4033944;114263480.07834;203798517.307882;241519518.522756;206148295.010015;232862374.357537;229632556.325785;353939355.678908;928079547.695004;534195989.517018;472077946.775625;951446466.807862;976058478.665427;1137623036.54277;1787663076.30845;1259049067.67989;1087504207.96855;1586811035.72187;2588558664.67449;2992227815.43889;3173302675.54243;4078406010.61778;4976737554.40992;5394933431.14943;6193607320.51952;6748029262.57739;8512422709.01566;8850060837.15229;9798709234.42565;9682961325.77481;10076620865.156;11566881976.577;12927743907.5371;13189437662.6248;11725215261.8716
Revenu faible et intermédiaire;LMY;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0855123364171;20.0184464763675;17.1655262911003;16.2704548746519;19.0739567244005;19.8372123592991;19.721317533049;20.8199118690249;20.6987111036462;21.2966669628352;21.5430279659201;21.9388350661403;23.3472029263206;
Revenu faible et intermédiaire;LMY;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,4262E+11;9,23658E+11;9,34375E+11;9,31612E+11;8,81871E+11;1,02024E+12;1,13323E+12;1,12182E+12;;
Revenu faible et intermédiaire;LMY;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Revenu faible et intermédiaire;LMY;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;566.87933548686;;;;;619.252565941799;;;;;717.43188062938;;;;;;
Revenu faible et intermédiaire;LMY;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;180380;181993;174444;218246;225241;336385;365405;352655;353518;410675;401596;466095;551756;623207;680178;693609;697762;726936;778505;964333;1017561;1106745;1247702;1461378;1603305;1776711;1780563;1809717;1855636;2271355;2705386;2962751;3231868;3499628;;1638537;1724560;1854776;;;
Revenu faible et intermédiaire;LMY;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;126802;124008;115810;158321;254197;287104;255046;250754;289411;279728;308952;350029;394006;431531;;;;501900;607874;691016;803013;919869;1079395;1198398;1327423;1310517;1326274;1461906;1816406;2175503;2363106;2664156;2902868;;;1258613;;;;
Revenu faible et intermédiaire;LMY;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;55191;50436;47346;57969;82188;78298;97609;102666;116515;116458;150348;194003;219482;239865;;;;263956;343759;313976;298958;322260;368850;398206;441963;461067;464385;352914;450828;500013;516499;554313;528914;;;463578;;;;
Revenu faible et intermédiaire;LMY;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;17260;17201;19330;20718;21408;16388;17618;59589;66306;52191;47208;48353;46531;49894;55998;70624;79661;83749;103693;115386;152378;188354;226316;266337;304651;374302;495604;615740;783200;876534;1037130;1288225;1330953;1476876;1328021;;
Revenu faible et intermédiaire;LMY;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;29440;26390;30224;28816;30514;34460;34715;51707;51887;57140;61998;75561;94889;113686;110847;110207;120103;119507;126811;148269;180672;197577;213573;225326;199587;220071;243269;251332;261536;268384;279926;272651;271425;286224;294684;;
Revenu faible et intermédiaire;LMY;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172387.870975161;199690.950862378;212795.814452295;234401.514735632;280448.917253577;343551.428009696;387306.360599548;434736.290712104;495040.023247934;561638.016835176;617736.847845798;666219.300893284;690028.780391246;741723.071643064;804703.875784187;846731.858916695;926531.026376185;1008176.45066639;1121826.82671786;;;
Revenu faible et intermédiaire;LMY;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.605920557111285;0.624851411810751;0.657355461577371;0.776044690615751;0.802166559986317;0.839181171380524;0.879134206475373;0.892820756729116;;;;;1.22202702530656;1.19620378802965;1.32859586338795;1.35182553399888;1.37700768586529;1.33973465725296;1.45768700767576;;;
Revenu faible et intermédiaire;LMY;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;0;0;2799998.88112045;1399999.44056022;2799998.88112045;2799998.88112045;2799998.88112045;4199998.32168067;13599997.7622104;10799998.8810899;7199998.32165015;9994416.142226;12423287.9728003;8157333.19604799;9824811.03595058;152585559.051778;177544005.572211;167748870.822531;184702556.163516;44616914.0553595;71300989.7660861;120674110.755295;108588225.293565;88448962.9019433;86346838.5754663;79219520.3234548;75068613.4443015;84865172.6644321;146209090.266669;123153855.601449;239538195.917286;333226692.561446;316724620.337102;373969620.823226;321028549.074817;305921238.552692;724118347.267175;746871435.282359;633667516.29932;563781419.989474;733575445.148531;631261047.861356;745642723.472512;946007058.348186;1660324833.63403;1683326660.88197;2897211662.90527;2041206323.37247;2968419922.21105;2769768997.2672;3003160655.81195;3333083148.43019;3913209946.44572;3996139050.15071;3862426042.24325;4275849005.44711;4285507866.41309;8784049679.51268;10311088798.1553;11301172953.3552;13687723963.8757;
Revenu faible et intermédiaire;LMY;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;5599997.76224089;5599997.76224089;8399996.64336134;15399993.8461625;15399993.8461625;26599989.3706442;26599989.3706442;32199987.1328851;45799984.8950955;46199984.3356557;56199981.5384264;48530355.6763132;70288240.2137103;86423761.9004714;81141487.1500818;370804511.532209;490982504.856255;497492901.316115;579877901.094033;755830542.012711;785241082.282296;1082642229.27409;1051943936.06023;1064504139.77014;948314720.461446;903541683.057145;960891948.279334;1000643452.293;1086679176.20129;1288847891.04397;1442769081.21493;1581543637.20803;1570734001.66931;1969581195.119;2969853699.46225;3088137693.18255;3650016070.91406;5164307772.05439;5277325044.25007;6240581698.36587;7723119301.33092;8269316636.30485;10062474042.7474;11848022473.404;15848168045.442;19285645012.4866;21927094277.1582;27010367980.4552;32634953299.5945;32578911524.6862;38929308294.9184;43765192069.3872;51879107413.9598;59383618951.4331;62460639754.4655;58309186485.2385;60343672629.1378;68821622123.8274;78720438838.3811;78063872105.4865;77412704521.4898;
Lesotho;LSO;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.212663318829395;0.144839388297307;0.208562084400885;0.657639017205638;0.252942188978079;0.128266217239319;
Lesotho;LSO;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;682350;827952;1254081;4393511;1504622;958398;
Lesotho;LSO;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.46326;2.47727;10.46891;;;;;23.51604;;0.8983;;;;6.94505;;;;;;
Lesotho;LSO;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.91183;7.43182;9.97039;;;;;23.01356;;5.93875;;;;24.1134;;;;;;
Lesotho;LSO;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;581;;668;918;;;;;;;;;;;;;;;946;1131;925;;;;;1189;;;
Lesotho;LSO;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;15;;;;;;;;;;;;;;;;;;;;;;68;;;
Lesotho;LSO;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580;;668;903;;;;;;;;;;;;;;;;;;;;;;1121;;;
Lesotho;LSO;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;LSO;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;LSO;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.92;12.25;12.58;6.43;4.88;6.03;10.92;9.75;10.42;11.05;12.18;12.64;21.26;15.44;11.63;17.34;20.89;21.03;18.54;;;
Lesotho;LSO;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04185;0.04295;0.05532;;;;;0.02857;;0.01235;;;;0.05074;;;;;;
Lesotho;LSO;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23752.2330966572;181796.548096335;142159.046659222;0;0;337515.599829901;312328.353425616;278246.322969782;258126.588579858;226947.779045948;196332.695823816;216196.087012247;218819.86354777;199406.364638176;175505.574929579;
Lesotho;LSO;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;667959.955993523;1406811.79930742;1384535.82972814;442985.177400764;1089633.27732312;0;335433.101425544;1371747.22791517;328700.22539444;1129515.25582724;1354946.22525725;-144976.936131986;1076130.00866221;928054.824179041;804133.471909473;1261064.50580584;1558861.80092708;1662736.42331907;11876.1165483286;11362.284256021;1245117.16729112;358796.359393641;4868525.97999178;5035068.78434771;4665404.77929513;4152930.19357883;3831336.07906389;3382152.31828197;2925902.53637437;3221922.24116862;3261023.79981607;2971708.73967726;2615520.58193664;
de dividende tardif démographique;LTE;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.3610887398001;18.843448659825;23.8439121339058;23.7220943500219;21.5499575830349;21.2925959708493;21.8742525288332;22.0880587048445;23.650166476549;23.6891175988843;23.5274471905144;23.3363280407013;23.4698281554565;26.1816872859237;
de dividende tardif démographique;LTE;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,09877E+11;6,49288E+11;7,29421E+11;7,96508E+11;8,75678E+11;8,89663E+11;8,95407E+11;8,52239E+11;9,4674E+11;1,05669E+12;1,03915E+12;1,09999E+12;
de dividende tardif démographique;LTE;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de dividende tardif démographique;LTE;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;786.115134659917;803.678159666854;725.542852022229;734.669662740043;791.049944116353;814.535995607842;825.028984407954;871.827511536279;914.499957624872;1006.66086699239;1062.27813778725;1149.39328887341;1234.69024067781;1000.41093919884;1049.68105255275;1102.62274720781;1174.43275606558;1142.771913241;1207.68863107634;1268.72722528175;1336.8571047254;1313.56922789298;1492.9067410309;;;
de dividende tardif démographique;LTE;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;118962;87884;74795;85216;106043;160862;210646;205715;193053;207225;232485;252631;310680;410027;406443;466878;454425;468393;473791;496679;627559;651610;738857;831685;1000673;1091561;1192177;1159636;1168774;1251843;1554454;1930874;2175383;2412427;2664798;;;;;;;
de dividende tardif démographique;LTE;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;52356;58128;72522;114503;154996;168466;146641;144492;164527;178170;205683;253603;257061;298250;273223;217072;284353;316543;399144;450306;539592;626264;770362;847001;925337;871912;871491;1013587;1274097;1597492;1830029;2071133;2334182;;;;;;;
de dividende tardif démographique;LTE;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;17687;23513;28756;39039;55650;37249;46412;62733;67958;74461;104997;149747;144610;163284;175678;168561;184836;172211;218936;192630;191013;193505;222210;230490;254364;270561;276127;221256;264828;333382;345354;341294;330616;;;;;;;
de dividende tardif démographique;LTE;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;16512;16417;18161;20297;19536;16355;16620;57575;52531;42966;38445;40103;38163;40373;45653;59270;66298;75726;94000;102039;135932;169549;201406;236648;277792;345910;466520;587442;751911;842165;1014885;1249110;1285914;1435346;1282554;;
de dividende tardif démographique;LTE;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;16669;15249;18665;17974;19156;20647;20463;29159;27891;30445;36301;44113;59122;80665;81763;76321;81638;85409;93595;108713;129412;135317;141758;152475;135912;148562;170860;183232;187681;196672;204301;197273;199694;211273;221592;;
de dividende tardif démographique;LTE;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131443.822489545;154569.13318611;163491.345635121;179211.227024063;220210.427586897;275042.626902626;307414.140844816;342259.820069906;392641.364433758;441392.258355944;482016.110828129;509221.185725748;522927.810585699;562774.4563796;610062.914391822;641542.240863072;695182.827094266;748632.775648807;821700.487597947;;;
de dividende tardif démographique;LTE;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.825516192306821;0.87533804791493;0.898471289788447;0.954407710023736;0.963868080119982;1.02182386777798;1.02844674829639;1.06045450093834;1.09738490862362;1.27420009425914;1.31860911885078;1.29582836629449;1.43194452418371;1.47831131288743;1.53852593021621;1.61250272060591;1.67560541254953;1.68291682877419;1.73246717543554;;;
de dividende tardif démographique;LTE;Commissions pour usage de la propriété intellectuelle, rentrées (BDP, $ US courants);BX.GSR.ROYL.CD;;;;;;;;;7999999.99996948;7999999.99996948;2999999.99996948;3008939.99996948;2171420;2384260;2405279.99996948;144233810.098423;140452559.080276;141110285.593458;169479999.520116;27569401.5831556;25670116.7981465;38567385.3202442;42561637.4439135;42991976.3717353;45524922.192735;43278299.7129306;21758999.5630957;22488806.1408523;35835458.5847513;43891297.4103187;42984885.9952293;53311638.9828912;53154732.3718097;86585102.2242279;55385558.2235651;71320529.9503724;452363371.347781;473736220.422147;354035807.375013;410213309.322398;482894367.320748;522578424.126081;651576764.218721;660189416.204654;834941202.424648;1604433390.61727;1864306781.75122;2653305567.37806;4254134090.67855;4127210812.7664;5648284095.69055;7837659611.53553;8253357395.74653;8971757828.36299;9823307006.16693;11785414040.4502;12517749679.2812;18480304984.4123;23388276012.4082;22451827459.7614;28386636427.9337;
de dividende tardif démographique;LTE;Commissions pour usage de la propriété intellectuelle, paiements (BDP, $ US courants);BM.GSR.ROYL.CD;;;;;;;;;7999999.99996948;6999999.99996948;9999999.99993896;1002979.99998856;6514260;8344909.99996948;8418479.99990845;270776649.431539;328953200.801037;255747012.192518;296305825.747203;150985947.750933;197213742.318311;201104512.674677;149087675.783525;145114777.896982;140986549.437179;147148871.441001;160958892.804401;200384604.294038;261368247.46048;334440405.186198;365941686.237981;408237428.284019;493959090.215589;716945466.541639;1012336592.46826;1561352404.01808;2211962548.18444;3022529085.94197;3278594020.33178;4481096189.98278;5263356475.56245;6302386968.64105;7713235942.43675;9041057420.63106;10596869156.5611;32488891510.2942;37739887814.8544;43835888714.5104;60906376845.1923;59941818727.0477;68022595677.6384;75592005460.7889;79326157600.694;90431265218.313;108346729916.123;117315729408.154;124766614542.893;131239651458.841;150731698420.786;159142879340.644;162487716277.789;
Lituanie;LTU;Exportations de haute technologie (% des exportations de biens manufacturés);TX.VAL.TECH.MF.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4979507689123;11.8278490131136;10.6029723435394;11.2465255267497;10.6061300289196;11.0380711819963;11.0225071526296;11.1386335015768;12.7802073772205;12.6393857095627;12.5772771643188;12.1009254603939;12.0295687590337;12.0087653362582;
Lituanie;LTU;Exportations de haute technologie ($ US courants);TX.VAL.TECH.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1262472310;1546869598;961276184;1263157761;1582034658;1712052561;1906924598;2092843537;1919840850;1962841110;2317431162;2515950491;2526907372;2619106955;
Lituanie;LTU;Techniciens (pour un million de personnes);SP.POP.TECH.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;650.43249;615.65794;591.819;561.88674;506.59097;496.59937;432.54064;432.29122;452.80706;429.39142;422.60322;498.31542;539.39397;419.60493;541.3251;462.47604;;;;;;;;;;
Lituanie;LTU;Chercheurs en recherche et développement (pour un million de personnes);SP.POP.SCIE.RD.P6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2090.04161;2178.82572;2372.90167;2419.54153;2220.83311;2324.66084;1836.41081;1934.76679;2175.60337;2283.60885;2415.74046;2598.05215;2624.76014;2680.54615;2752.72295;2721.0196;2634.32583;2843.86431;3054.01621;2785.58468;2950.27923;3071.96071;3190.70248;;;
Lituanie;LTU;Demandes de marque déposée, total;IP.TMK.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;2578;11445;3359;3531;3158;4222;6192;5807;6818;6504;6496;7550;6798;5391;5586;5952;5758;3992;4180;4108;4030;4046;3942;3629;3806;4179;4175;3416;;
Lituanie;LTU;Demandes de marques de commerce, résidents directs;IP.TMK.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;537;1459;1206;1452;1112;1829;2516;1674;1514;1323;1540;1795;1929;1839;2019;2219;2417;1833;1963;1980;1996;2009;2182;2193;2390;2528;2438;1937;;
Lituanie;LTU;Demandes de marques de commerce, non résidents directs;IP.TMK.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2041;9986;2153;2079;2046;2393;3676;4133;5304;5181;4956;5755;4869;3552;3567;3733;3341;2159;2217;2128;2034;2037;1760;1436;1416;1651;1737;1479;;
Lituanie;LTU;Demandes de brevet, résidents;IP.PAT.RESD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;134;413;112;106;100;125;134;86;66;68;85;64;70;68;65;62;87;91;108;93;109;117;123;101;95;81;81;90;;
Lituanie;LTU;Demandes de brevet, non résidents;IP.PAT.NRES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;1036;180;27;78;77;71;71;61;55;46;49;44;47;34;20;18;16;6;15;15;20;42;18;58;46;24;33;;
Lituanie;LTU;Articles de journaux scientifiques et techniques;IP.JRN.ARTC.SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;599.75;645.05;1002.13;958.16;1228.67;1510.94;1760.37;1703.5;2533.16;2304.45;2359.5;2446.03;2285.45;2265.95;2492.17;2464.44;2306.22;2404.65;2267.3;;;
Lituanie;LTU;Dépenses en recherche et développement (% du PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.49155;0.53658;0.54377;0.502;0.5848;0.66679;0.6567;0.66339;0.75066;0.74741;0.79119;0.80093;0.78844;0.82967;0.7855;0.9051;0.89515;0.9502;1.03114;1.04408;0.84233;0.89641;0.94181;;;
